Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-07-17 00:10:47,"Chest",58min,"Heavy Isometric Hold - Chest Press",1,195.0,10,0,0,"",,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",1,45.0,10,0,0,"","",
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",2,105.0,10,0,0,,,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",3,140.0,6,0,0,,,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",4,140.0,5,0,0,,,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",5,130.0,6,0,0,,,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",6,130.0,5,0,0,,,
2023-07-17 22:12:42,"Legs",42h 51min,"Squat (Barbell)",7,120.0,7,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",1,15.0,10,0,0,"","",
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",2,35.0,5,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",3,70.0,6,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",4,65.0,6,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",5,65.0,5,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",6,60.0,6,0,0,,,
2023-07-18 22:53:29,"Biceps",1h 23min,"Bicep Curl (Barbell)",7,60.0,5,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",1,40.0,10,0,0,"","",
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",2,60.0,5,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",3,90.0,7,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",4,90.0,6,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",5,90.0,5,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",6,80.0,7,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Lat Pulldown (Cable)",7,80.0,6,0,0,,,
2023-07-19 16:33:03,"Deadlift",36min,"Cambered Bar Lat Pulldown",1,90.0,7,0,0,"",,
2023-07-19 16:33:03,"Deadlift",36min,"Cambered Bar Lat Pulldown",2,90.0,6,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",1,15.0,10,0,0,"","",
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",2,65.0,5,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",3,85.0,7,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",4,85.0,5,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",5,80.0,5,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",6,74.99999999999999,6,0,0,,,
2023-07-21 00:08:04,"Shoulders",41min,"Seated Overhead Press (Barbell)",7,74.99999999999999,5,0,0,,,
